Data,Ar pritariate parengtam Vokiečių gatvės rekonstrukcijos projektui?,"Ar manot, kad tikslinga joje įrengti  Lietuvos garsių meno ir kultūros veikėjų įamžinimo vietą?"
7/25/15 12:41,"Jei ne, kodėl? Jūsų pasiūlymai. Sutinku, kad reikia rekonstruoti ir pašalinti senus medžius. Tačiau medžiai sulaiko dulkes, ypač vasarą. Todėl manau, kad juos šalinti dėl to, kad matytųsi fasadai, yra nesąmonė. Be to, galima nutiesti naująją plasmasinę dangą, kuri yra ilgaamžė, naujoviška, ekonomiška, mažiau triukšminga, mažiau dili ir mažiau sukelia dulkių, geriau sulaiko šilumos trasų šilumą, neišsikreivina, nesusidaro duobės, spėju galima užsakyti inovatorišką ryškių spalvų dizainą, gerokai mažiau spinduliuoja radono nei masyvios plytelės, yra pigesnė, taip pat pigesnė eksploatacija, lengviau prižiūrima ir lengviau valosi ir labai tiktų Vokiečių gatvei. 

Plačiau: http://auto.lrytas.lt/technika/netrukus-asfaltuotus-kelius-galesime-pamirsti.htm",Taip
7/25/15 12:35,"Jei ne, kodėl? Jūsų pasiūlymai. Nepritariu, nes labai jau primena bolseviku lozungus: visa pasauli sugriausime iki pamatu, o veliau..."" o veliau buna astronomines sumos uz abejotina kokybe. Jeigu jau ""zaidziate"" demokratija, tai pristatykite pilna samata, kur kam ir kiek planuojama isleisti","Jei ne, kur siūlytumėte įrengti? Ne, nepritariu, nes nenoriu, kad Vokieciu gatve taptu panasi i Raudonaja aikste Maskvoje, kurs sustatyti paminklai zmonems apie kuriuos dauguma nieko nezino. Manau geriau irengti tokia vieta Vingio parke, tuo paciu ji ir sutvarkyti."
7/25/15 12:32,Taip,Taip
7/25/15 12:31,Ne,Ne
7/25/15 12:31,Taip,Ne
7/25/15 12:30,Ne,Ne
7/25/15 12:22,Taip,"Jei ne, kur siūlytumėte įrengti? Prie neries"
7/25/15 12:19,Ne,Ne
7/25/15 12:19,Ne,Ne
7/25/15 12:15,Taip,"Jei ne, kur siūlytumėte įrengti?"
7/25/15 12:15,Taip,
7/25/15 12:05,Taip,Taip
7/25/15 12:04,Taip,"Jei ne, kur siūlytumėte įrengti? Akropolyje"
7/25/15 11:59,"Jei ne, kodėl? Jūsų pasiūlymai. Šlykštu yra, kai vasaros kaitroje nėra gaivaus medžių pavėsio ir turi ryti dulkes. Be to, minėtos autorės  projektai gniaužia savo negyvumu, plastmasiškumu, sulayžytumu, kuris svetimas Vilniaus gyvybei ir dvasiai; tarsi vaikščiotumei po prastai sumaketuotą amerikietišką mugę; nėra ryšio su istorija, el;egancijos; negabumu tvoskia šitos ponios projektai. Apsaugok, Dieve nuo jos!","Jei ne, kur siūlytumėte įrengti? Nėra dar tiek tų kūrėjų, arba išsigarsinę ne tie, kurie verti būtų tokio paminėjimo. Tie, kurie verti - tokio paminėjimo nė nenorėtų, nes tai būtų neskoninga jų tikrai subtiliam skoniui. Tad gausis pseudo-elito, visokių rėksnių ir pamaivų šutvė. Ačiū, ne."
7/25/15 11:50,Taip,Ne
7/25/15 11:50,Taip,Ne
7/25/15 11:49,Taip,Ne
7/25/15 11:48,"Jei ne, kodėl? Jūsų pasiūlymai. Nesutinku su buvusios užsatymo linijos fetišizavimu.

Parodytos tik fiziškai akivaizdžios problemos. 

Būtų tikslinga rengti atvirus viešus konkursus rekonstrukcijos idėjoms, projektams. 

Vieša erdvė kuriama ne tik perkant naujas lempas ir naują grindinį. 

Grindinio būklė - mažesnė blogybė už dabar sąmoningai apleistą ir neprižiūrėtą infrastruktūrą, ypač liūdnai atrodo sugriuvęs fontanas.","Jei ne, kur siūlytumėte įrengti? Neries krantinėse"
7/25/15 11:44,Ne,"Jei ne, kur siūlytumėte įrengti? kas būtų tos garsenybės ir kiek jų? - labai svarbu. Kitapus upės būtų tinkamesnė vieta. Gal ant Žalio tilto?"
7/25/15 11:41,Ne,Ne
7/25/15 11:37,Ne,"Jei ne, kur siūlytumėte įrengti? Aiksteje prie savivalmybes"
7/25/15 11:35,Ne,Ne
7/25/15 11:31,Taip,Taip
7/25/15 11:28,Taip,Ne
7/25/15 11:26,Taip,Ne
7/25/15 11:26,Taip,"Jei ne, kur siūlytumėte įrengti? Naujamestyje, reikia suskurti ir kitur turistų traukos vietas"
7/25/15 11:25,Taip,Ne
7/25/15 11:22,"Jei ne, kodėl? Jūsų pasiūlymai. Pritariu tik dalnai. Nepagalvota apie vaikus. Laibai faina būtų kad ir jie galėtų čia turėti savo kampelį. Taip yra netoliese kita aikštelė, bet Vilnius didelis miestas ir pypliams žaidimų aikštelių reik ne tik kiemuose ir prekybos centruose.

Dėl apšvietimo smarkiai irgi pagalvočiau. Daugelis senesnių europos miestų senamiesčiuose grįžta prie kaitrinių lempų, dėl to kad visai kitas spektras, spalva suteikia nežmonišką jaukumo jausmą. Tie balkšvi apšvietimai atima romantiką.","Jei ne, kur siūlytumėte įrengti? Per mažai čia vietos. Jei pažymėti turėtų labai subtiliai integruota. tarkim stilizuoti suolelių pavadinimai pagal veikėjo vardą.

Tokios vietos turi tapti traukos objektais, kad senamiestis būtų gyvas."
7/25/15 11:21,Ne,Taip
7/25/15 11:18,Ne,Taip
7/25/15 11:17,Taip,Taip
7/25/15 11:12,Taip,Ne
7/25/15 11:12,Ne,Taip
7/25/15 11:11,Ne,Ne
7/25/15 11:11,Ne,Taip
7/25/15 11:10,Ne,Taip
7/25/15 11:06,Ne,Ne
7/25/15 11:05,Ne,Taip
7/25/15 10:51,Ne,Taip
7/25/15 10:45,Ne,Ne
7/25/15 10:44,Taip,Ne
7/25/15 10:41,Ne,Ne
7/25/15 10:40,"Jei ne, kodėl? Jūsų pasiūlymai. Jei vienpusio grindini tik patvarkys palygins tai ok, bet jei keis kinietisku tai tada geriau isvis nieko nedaro. Del medziu sviestuvu kameru ok.","Jei ne, kur siūlytumėte įrengti? Tegul jie savo parasus deda ant zalio tilto bet tik ne istorineje vokieciu gatveje. Is vis apie senamiesty tegul nesvajoja. Tam yra dar konstitucijos pr."
7/25/15 10:39,Taip,Ne
7/25/15 10:37,Ne,Ne
7/25/15 10:37,Ne,Ne
7/25/15 10:31,Ne,Ne
7/25/15 10:30,Ne,Taip
7/25/15 10:29,Taip,Ne
7/25/15 10:28,"Jei ne, kodėl? Jūsų pasiūlymai. Dviraciu takas prasideda is niekur ir baigiasi i niekur. Reiktu pradzia ir pabaiga suderinti su kitais takais is Vilniaus gatves ir is Rotuses aikstes pusiu, galbut atitinkamai koreguojant siuos takus. Taip pat uztikrinti, kad dviraciu takas nekirstu pesciuju kelio. Galbut verta butu ji perkelti i kita puse?","Jei ne, kur siūlytumėte įrengti? Palangoje"
7/25/15 10:27,Taip,Ne
7/25/15 10:25,Taip,Ne
7/25/15 10:25,"Jei ne, kodėl? Jūsų pasiūlymai. NE! Nebjauroti, nedarkyti, nepažeidsti dabartinės autentikos Vokiečių g. Gal kam net patinka „rekonstruotas“ (iš tikro - dekonstruotas) kičinis ir bedvasis Gedimino pr.? Gal kas jame vaikšto, ir pastebėjo, koks būva bjaurus grindinys nuo liepų (tokie medžiai) lipčiaus (tokios saldžios išskyros)? O grindinio niekas neplauna, batai limpa, nešvarumai nešiojasi, grindinys jau issiklaipęs, suskilinėjęs, ištrupėjęs, gabalais išsilakstęs... Kokie „specialistai“ rekonstravo?.. Vien nesusipratimai... Dabar Gedimino prospekte - vien skudurynai, kaip kokiuose Gariūnuose...O kas tuos garsiuosius meno ir kultūros veikėjus kompetetingai atrinks? Kokie (tokie pat?) veikėjai? Ar nebus tie atrinktieji ir juos atrinkusieji vien pajuokos ir pašaipų dėl nekompetencijų objektas (kaip kanalizacijos arka panery?). Ar ir čia bus erdvės pažintims, blatui, giminystei, kitiems „sumetimams“? Lietuvai nusipelnusius asmenis galima įamžinti ir nebjaurojant senamiesčio (tų asmenų nesusiejant su senamiesčio niokojimu, kuriam jie (raktas juos pažinti ir atrinkti!) iš esmės nepritartų,- gyvieji ar mirusieji), nemėgdžiojant (štai čia ir galėtų pasireikšti „garsūs ar to siekiantys veikėjai“) pasaulinės kičinės patirties, bet originaliai... Menas ir kultūra neskirti griauti, neskirti destrukcijai ... Įamžinti tiktų ne senamiestyje, ne (ir taip) kultūriškai prisotintoje erdvėje... Gal tiktų Europos parkas, jei tie mūsų veikėjai yra (temptų bent iki) europinio lygio? Ir atranka nebūtų sudėtinga, ir nekorumpuota ar kitaip negatyviai nudažyta...",Ne
7/25/15 10:24,Taip,Ne
7/25/15 10:24,Ne,Ne
7/25/15 10:16,Taip,Ne
7/25/15 10:15,Ne,Ne
7/25/15 10:14,Taip,Taip
7/25/15 10:12,Taip,Ne
7/25/15 10:11,Ne,Ne
7/25/15 10:05,"Jei ne, kodėl? Jūsų pasiūlymai.",Ne
7/25/15 10:05,Ne,Taip
7/25/15 10:01,"Jei ne, kodėl? Jūsų pasiūlymai. manau, kad netinkamai integruotas dviračių takas",Taip
7/25/15 9:57,Ne,Ne
7/25/15 9:56,Taip,Ne
7/25/15 9:53,Ne,Ne
7/25/15 9:52,"Jei ne, kodėl? Jūsų pasiūlymai. Projekte būtų viskas gerai, tačiau dviračiu takas prasideda iš niekur ir baigiasi į niekur. Prašau, padarykite normalų įsiliejimą į eismą, ar važiavimą su mašinų srauto kryptimi. Dviratis nėra skirtas tam, kad vedžiotum kas 100 metrų. Jeigu keičiate, pakeiskite, kad vėl iš naujo keisti nereikėtų bei neskatinkite eismo įvykių, nesusipratimų ar pykčių tarp eismo dalyvių.



Sumažinkite nepatogumus važiuoti dviračiu ir panaikinkite priežastis galimam pykčiui ar net eismo įvykiui.","Jei ne, kur siūlytumėte įrengti? Nemanau, kad tai gera idėja. Literatų gatvėje esančios sienos jau puikiai atlieka šią funkciją. Reikia dar vienos? Pop versijos?"
7/25/15 9:52,Ne,"Jei ne, kur siūlytumėte įrengti? Isvis to nereikia"
7/25/15 9:51,"Jei ne, kodėl? Jūsų pasiūlymai. Akivaizdu, kad rekonstruojant bus iškirsti seni medžiai, kurie dabar, o ne po trisdešimt metų suteikia Vilniuj jaukumo ir žalio miesto įvaizdį. Vokiečių gatvė turėtų būti rekonstruojama su istorikais ir paveldosaugininkais tik bandant išsaugoti gatvės autentiką, o ne įvedant naujoves, kurios sudarko senamiesčio veidą. Tipiškas blogos rekonstrukcijos pavyzdys Rotušės aikštė, dabar primenanti betoninę mašinų stovėjimo aikštelę. Prašau, nesudarkykite Vokiečių gatvės.","Jei ne, kur siūlytumėte įrengti? Jei tokią vietą rengti, tai tik dešinėje upės pusėje. Tokios vietos įrengimui Vokiečių gatvėje KATEGORIŠKAI NEPRITARIU."
7/25/15 9:51,Ne,Ne
7/25/15 9:48,"Jei ne, kodėl? Jūsų pasiūlymai. Visiškai Pritariu. Tačiau galbūt reikėtų kaip nors įamžinti senuosius pastatų fasadus, kurie buvo išgriauti sovietmečiu. Taip būtų parodytas senasis istorinis gatvės vaizdas. O jei tokia galimybė neįmanoma, bent jau gatvėje įrengti informacinius skydus, kuriuose būtų papasakota gatvės istorija, parodyti seni vaizdai. Tai būtų tikrai išskirtinė ir įdomi gatvė.",Taip
7/25/15 9:45,"Jei ne, kodėl? Jūsų pasiūlymai. beraštiškas ir ciniškas – ignoruojantis ten visiškai neseniai egzistavusį ir sunaikintą getą – sumanymas.","Jei ne, kur siūlytumėte įrengti? atmintis bus įamžinta kapuose, pagal artimųjų pasirinkimą, bet ne miesto centre, kur laidojimai – net ir simboliniai, o juolab gyvųjų – netoleruotini."
7/25/15 9:35,Taip,"Jei ne, kur siūlytumėte įrengti? savo kiemelyje tas pabaisas statykites"
7/25/15 9:35,Ne,Ne
7/25/15 9:34,Ne,Ne
7/25/15 9:33,Ne,Ne
7/25/15 9:30,Taip,Ne
7/25/15 9:28,Ne,Ne
7/25/15 9:27,Taip,Ne
7/25/15 9:26,Taip,Ne
7/25/15 9:23,Ne,Taip
7/25/15 9:21,Taip,Ne
7/25/15 9:14,Ne,Ne
7/25/15 9:14,Ne,Ne
7/25/15 9:14,Ne,Ne
7/25/15 9:14,Ne,Ne
7/25/15 9:13,Ne,Ne
7/25/15 9:13,Ne,Ne
7/25/15 9:13,Ne,Ne
7/25/15 9:12,Ne,Ne
7/25/15 9:12,"Jei ne, kodėl? Jūsų pasiūlymai. Nereikia jokių garsių veikėjų, kiek galima to šou, ir dar Vokiečių gatvėje, žinant istoriją.","Jei ne, kur siūlytumėte įrengti? Akropoly."
7/25/15 9:12,"Jei ne, kodėl? Jūsų pasiūlymai. Vietoje to, kad būtų nukirsti medžiai ir Vilnius dar labiau supanašėtų į eilinį Londono kvartalą su iškirsta žaluma, siūlau kitoje gatvės pusėje, užmaskuoti tarybinio laikotarpio užstatymą maskuoti su dar DAUGIAU medžių.","Jei ne, kur siūlytumėte įrengti? Privačioje erdvėje arba KAUNE. Vokiečių gatvė yra labai graži ir populiari vieša erdvė paprasčiausiems vakariniams pasivaikščiojimams - būtent dėl ten vešinčių medžių ir patogios vietos, neatimkite jos iš žmonių."
7/25/15 9:11,Ne,Ne
7/25/15 9:07,Taip,Taip
7/25/15 9:05,Taip,Taip
7/25/15 9:04,Taip,Ne
7/25/15 9:01,Taip,Ne
7/25/15 8:59,Taip,Ne
7/25/15 8:58,Ne,Ne
7/25/15 8:57,Taip,Taip
7/25/15 8:57,Taip,Ne
7/25/15 8:56,Ne,Ne
7/25/15 8:55,"Jei ne, kodėl? Jūsų pasiūlymai. Medžiai neturėtu būti kertami",Ne
7/25/15 8:41,Taip,Ne
7/25/15 8:28,"Jei ne, kodėl? Jūsų pasiūlymai. 40 parkavimo vietu vokieciu gatveje yra per mazai.",Ne
7/25/15 8:28,Taip,Ne
7/25/15 8:27,Taip,Taip
7/25/15 8:27,Taip,"Jei ne, kur siūlytumėte įrengti? Nedideles lietas skulpturas. Sukurtas zymiu menininku. Geriau uzsienio."
7/25/15 8:27,Taip,Ne
7/25/15 8:24,Taip,"Jei ne, kur siūlytumėte įrengti? Neries krantinėje"
7/25/15 8:20,Ne,Ne
7/25/15 8:19,"Jei ne, kodėl? Jūsų pasiūlymai. Istorinė, senoji miesto dalis neturėtų būti ""grąžinama"" naujųjų laikų herojų ženklais","Jei ne, kur siūlytumėte įrengti? Jau yra tų vietų - kad ir Neringos miestas"
7/25/15 8:16,Ne,Ne
7/25/15 8:11,Taip,Taip
7/25/15 7:51,Taip,Ne
7/25/15 7:50,Taip,Ne
7/25/15 7:50,Ne,Taip
7/25/15 7:39,Ne,Ne
7/25/15 7:36,Ne,Ne
7/25/15 7:29,Ne,Ne
7/25/15 7:25,Taip,Taip
7/25/15 7:21,Taip,Ne
7/25/15 7:16,Taip,Ne
7/25/15 7:09,Taip,"Jei ne, kur siūlytumėte įrengti? Neries krantinė"
7/25/15 7:07,Ne,Ne
7/25/15 7:05,Ne,"Jei ne, kur siūlytumėte įrengti? Gruto parke , jei jau taip reikia , ner LT labai jau garsiu meno ir kulturos veikeju,"
7/25/15 6:57,Taip,Ne
7/25/15 6:56,"Jei ne, kodėl? Jūsų pasiūlymai. Neverta gadinti kas yra ir taip getai.3ia karta gyvena musu seimos Vokieciu gatveje ir nesinori kad pinigai butu investuoti ne ten kur reikia.Geriau kiemus namu fasadus tvarkyti","Jei ne, kur siūlytumėte įrengti? Tokia Aleja isirengtu bet koks komercinis ar prekybos centras savo saskaita Savivaldybei nieko nereiketu investuoti. Paskambinkite telefonu 869924216 pasakysiu kaip galima prasisukti. Pvz Siaures miestelyje"
7/25/15 6:47,Ne,Ne
7/25/15 6:13,Ne,Ne
7/25/15 6:07,Ne,Ne
7/25/15 5:58,Ne,Ne
7/25/15 5:54,Taip,Ne
7/25/15 4:12,Taip,Taip
7/25/15 3:57,Ne,Ne
7/25/15 3:46,Taip,Ne
7/25/15 2:51,Taip,Taip
7/25/15 2:43,Taip,Ne
7/25/15 2:41,Ne,Ne
7/25/15 2:35,Ne,Ne
7/25/15 2:23,Taip,Ne
7/25/15 1:29,Ne,Ne
7/25/15 1:27,Ne,Ne
7/25/15 1:27,Taip,Taip
7/25/15 1:20,Taip,Ne
7/25/15 1:16,Ne,Ne
7/25/15 1:10,Taip,Ne
7/25/15 1:06,"Jei ne, kodėl? Jūsų pasiūlymai. O kur augalija? Vilnius be medziu-ne Vilnius. Butinai turetu buti apmastyta, kokia bus augalija, jei nebus augalu, ten ner ko sedet, pasidarys reto bhaurumo gatve. Pateikite augalu planus, tada ir balsuosim.","Jei ne, kur siūlytumėte įrengti? Kokie tai bus veikejai? Jeigu vel kokie Gutausko genealus projektai, tai aciu, jau pridarke aplinkos. Jei jau butinai reiktu ka iamzint, amzinkit ten gyvenusius zmones-vokiecius, zydus, butu daug prasmingiau."
7/25/15 1:05,Taip,Taip
7/25/15 1:05,Ne,Ne
7/25/15 1:02,Taip,Ne
7/25/15 0:58,"Jei ne, kodėl? Jūsų pasiūlymai. Nes nenumatomi sovietmeciu sugriautu pastatu atkurimo darbai.",Ne
7/25/15 0:48,Taip,Ne
7/25/15 0:45,Ne,Ne
7/25/15 0:44,Taip,"Jei ne, kur siūlytumėte įrengti? Manau reikia iamzint didziaja sinagoga, atstatyti valdovu rumai, arba vokoeciu gatve pavadinta uzsienciu vardu gal iamazinam visas tautas (zydai, totoriai, karaimai, rusai, lenkai ir kiti) kurie dare musu miesta savitu"
7/25/15 0:42,Ne,Ne
7/25/15 0:38,"Jei ne, kodėl? Jūsų pasiūlymai. prarandat pasažą, parkingą, medžius

gaunat užkaborių su plastmasiniais įvežtiniais medukais ir diodų šviesa

+ grindinį išlups ir įdės, kad brangiau būtų. kam to reik?.",Taip
7/25/15 0:29,Ne,Ne
7/25/15 0:25,"Jei ne, kodėl? Jūsų pasiūlymai. Nepritariu erdvės garsiems kultūros ir meno veikėjams įrengimui vokiečių gatvėje. Norėtųsi, kad būtų koncentruotasi į istorinį paveldą. Projekte ne kartą būtent istorinio paveldo reikšmė ir yra pabrėžiama. XX a. viduryje sovietams iš esmės perstačius vokiečių gatvę didelė dalis to paveldo žuvo. Galėtų būti projekte numatytas konkrečios rekonstrukcijos pradžia.","Jei ne, kur siūlytumėte įrengti? Viename iš šių miegamųjų mikrorajonų: lazdynai, karoliniškės, viršuliškės, šeškinė arba naujamiestyje."
7/25/15 0:24,Ne,Ne
7/25/15 0:23,Taip,"Jei ne, kur siūlytumėte įrengti? Užupyje"
7/25/15 0:23,Taip,"Jei ne, kur siūlytumėte įrengti? Užupyje"
7/25/15 0:13,Taip,Ne
7/25/15 0:12,Taip,Ne
7/25/15 0:12,Taip,Taip
7/25/15 0:10,Taip,Taip
7/25/15 0:10,Taip,"Jei ne, kur siūlytumėte įrengti? Viršuliškėse, Fabijoniškėse, Karoliniškėse tiesiog Vilniaus miegamieji rajonai pastaruosius 20 metų susilaukia LABAI mažai dėmesio ir finansavimo, gal ši alėja ten taptų turistų traukos centru bei paskatintu investicijas į parkavimo problemas, gatvių platinimą bei kitas pamirštų ir neišlaižytų Vilniaus vietų problemas?????"
7/25/15 0:09,Ne,Ne
7/25/15 0:04,Ne,Ne
7/25/15 0:00,Taip,"Jei ne, kur siūlytumėte įrengti? Konstitucijos prospekte"
7/24/15 23:57,Ne,Ne
7/24/15 23:56,Taip,"Jei ne, kur siūlytumėte įrengti? Niekur, Lietuvoje nėra žvaigždžių ar įžimybių, yra tik prasto lygio pop kultūros pardavėjai. Iš visų buvusių kultūros ar meno veikėjų pasauliniame lygyje verti dėmesio kokie 5, tad tai neturės tęstinumo, o bus tik vieta, kur bus sužymėti kaimo kapelų vardai.. Kam tada to reikia?"
7/24/15 23:56,Ne,Ne
7/24/15 23:54,Taip,Taip
7/24/15 23:53,Ne,Ne
7/24/15 23:53,Ne,Ne
7/24/15 23:53,Ne,Ne
7/24/15 23:52,Taip,Taip
7/24/15 23:51,Taip,Taip
7/24/15 23:46,"Jei ne, kodėl? Jūsų pasiūlymai. Kad nesibaigtų kaip su ""vamzdžiu""","Jei ne, kur siūlytumėte įrengti? Už Vilniaus"
7/24/15 23:43,Ne,Taip
7/24/15 23:42,Ne,"Jei ne, kur siūlytumėte įrengti? Idiotizmo viršūnė"
7/24/15 23:41,"Jei ne, kodėl? Jūsų pasiūlymai. Kad nebūtų kaip su Gedimino prospektu - naujas, bet negyvas. Parkingas, iš kur naujos 40 vietų? Tranzitas, kokie nauji keliai, kur mašinos dings?

Man atrodo, kad ir dabar viskas gerai. Vilniaus g.reiktų labiau tvarkyt.",Ne
7/24/15 23:41,Ne,Taip
7/24/15 23:40,Ne,Ne
7/24/15 23:40,Taip,"Jei ne, kur siūlytumėte įrengti? Konstitucijos prospekte, šalia „Swedbank"" sakurų"
7/24/15 23:38,Taip,Taip
7/24/15 23:37,Taip,Taip
7/24/15 23:36,Ne,Taip
7/24/15 23:32,Ne,Ne
7/24/15 23:32,Taip,Ne
7/24/15 23:31,Taip,"Jei ne, kur siūlytumėte įrengti? Konstitucijos pr."
7/24/15 23:31,"Jei ne, kodėl? Jūsų pasiūlymai. ""Istorinio užstatymo"" sąvoka NEKOREKTIŠKAI taikoma Vokiečių gatvei, kur buvo dar viena eilė pastatų. Į kokį istorinį periodą apeliuoja ant greičio sumestos prezentacijos, kuri pristatoma kaip ""rekonstrukcijos projektas"", rengėjai?!","Jei ne, kur siūlytumėte įrengti? Pasvarstyti apie gatvės tapatybės formavimą - per mažąją architektūrą. Iš atmestinai padarytos prezentacijso akivaizdu, kad rengėjams trūksta tarpdisciplininės komandos, absoliučiai nesuvokiama, ką miesteičiai gali veikti šioje erdvėje, o į šiuos klausimus atsako miesto antropologija."
7/24/15 23:30,"Jei ne, kodėl? Jūsų pasiūlymai. Vilnius originalus savo žalumu, palikit ir Vokiečių gatvėje daugiau medžių, žalumos.",Ne
7/24/15 23:28,Ne,Ne
7/24/15 23:28,Ne,Ne
7/24/15 23:28,Ne,Ne
7/24/15 23:27,Ne,Ne
7/24/15 23:27,Ne,Ne
7/24/15 23:27,Ne,Ne
7/24/15 23:27,Ne,Ne
7/24/15 23:26,Ne,Ne
7/24/15 23:26,Ne,Ne
7/24/15 23:25,Taip,Ne
7/24/15 23:24,Taip,
7/24/15 23:23,Taip,Taip
7/24/15 23:20,Taip,Ne
7/24/15 23:19,Ne,Ne
7/24/15 23:15,Taip,"Jei ne, kur siūlytumėte įrengti? Prie Operos ir baleto teatro"
7/24/15 23:15,Taip,Ne
7/24/15 23:15,Taip,"Jei ne, kur siūlytumėte įrengti? Prie Operos ir baleto teatro"
7/24/15 23:15,Taip,Ne
7/24/15 23:11,Taip,"Jei ne, kur siūlytumėte įrengti? Muzikos ir teatro ,kino muziejaus kiemelyje kur dabar isikures piano terasa"
7/24/15 23:11,Ne,Ne
7/24/15 23:11,Ne,Ne
7/24/15 23:10,Ne,Ne
7/24/15 23:08,Taip,"Jei ne, kur siūlytumėte įrengti? Konstitucijos pr."
7/24/15 23:04,Taip,Ne
7/24/15 23:03,Taip,Ne
7/24/15 23:03,Taip,Ne
7/24/15 23:02,Taip,Taip
7/24/15 23:00,"Jei ne, kodėl? Jūsų pasiūlymai. Dviraciu takas saligatvio, o ne gatves lygyje, nera logisko ivaziavimo/isvaziavimo is dviraciu tako.","Jei ne, kur siūlytumėte įrengti? Akropolis"
7/24/15 23:00,Taip,Ne
7/24/15 23:00,Taip,Ne
7/24/15 22:57,Ne,Ne
7/24/15 22:56,"Jei ne, kodėl? Jūsų pasiūlymai. medžių naikinimas yra nusikaltimas, o nauji medžiai visad būna iš ne vietinių medelynų ir yra invaziniai, beigi reikia keliasdešimt metų jiems uždaugti",Taip
7/24/15 22:52,"Jei ne, kodėl? Jūsų pasiūlymai. Noretusi dar patikslintu detaliu del visu pakeitimu. Pavyzdziui, LED sviestuvai (kokios jie bus spalvos ir intensyvumo, nes sudejus labai modernius ryskius sviestuvus, sviesa bus dirbtine ir griaus Senamiesciui budinga atmosfera).","Jei ne, kur siūlytumėte įrengti? Labai svarbu zinoti tiklsu zmoniu sarasa, jei tai pop kulturos zvaigzdes, parinkti jiems kita vieta. O sia gatve palikti istorine, pasivaiksiojimui, pasigrozejimui ir be siu atminimu vietos gatveje tikrai yra ka veikti. Geriausia butu ir su kavinemis derinti kokias savo terasas jie stato, nes deja prie Rotuses ir Vokieciu g isikurusios kavines atrodo kaip turgus, ypac is ryto. Neseniai tokie kadrai iskeliavo ir i uzsienio filma, zmones filmavo toki balagana pacioje Senamiesio sirdyje."
7/24/15 22:50,Ne,Ne
7/24/15 22:47,Ne,Ne
7/24/15 22:45,Taip,Ne
7/24/15 22:37,Taip,Ne
7/24/15 22:35,Taip,Taip
7/24/15 22:35,Taip,Ne
7/24/15 22:33,Taip,Ne
7/24/15 22:33,"Jei ne, kodėl? Jūsų pasiūlymai. Viskam pritarčiau išskyrus ""žvaigždžių alėją""","Jei ne, kur siūlytumėte įrengti? Kudirkos aikštėje"
7/24/15 22:31,Taip,Taip
7/24/15 22:29,Ne,Ne
7/24/15 22:27,Ne,Ne
7/24/15 22:19,Ne,Ne
7/24/15 22:19,Taip,"Jei ne, kur siūlytumėte įrengti? Niekur, ji nereikalinga"
7/24/15 22:16,Taip,Ne
7/24/15 22:13,Taip,Ne
7/24/15 22:08,Ne,Ne
7/24/15 22:03,Taip,Taip
7/24/15 22:02,Taip,"Jei ne, kur siūlytumėte įrengti? Neries krantines slaitas"
7/24/15 22:02,Ne,"Jei ne, kur siūlytumėte įrengti? Konstitucijos arba Gedimino prospektuose"
7/24/15 22:01,"Jei ne, kodėl? Jūsų pasiūlymai. Įžvelgiu dvi problemas:

1. Pėsčiųjų tako pradžia (prie rotušės) neaiškiai atskirta nuo kelio. Patarčiau aiškiai atskirti posūkyje aplink rotušę gatvę nuo pėsčiųjų tako, gatvę paliekant kiek įmanoma siauresnę. Geras tokio pat blogo projekto pavizdys būtų pilies gatvės pradžia nuo katedros. Automobiliams palikta itin didėlė erdvė posukyje Švitrigailos/Radvilaitės gatvių sankirtoje, kurios jie neišnaudoja, o palyginti didelis plotas asfalto pačiame centre lieka neišnaudotas.

2. Dviračių takas prasideda ir baigiasi į niekur. Sveikinu dėl normalaus ir tvarkingo tako, tačiau atskridimas ir nuskridimas nuo tako itin opi problema, nes takas bus naudojamas ne pasivažinėjimams, o susisiekimui. Taip pat tikiuosi, kad takas iš kraštų bus atskirtas mažais borteliais.","Jei ne, kur siūlytumėte įrengti? Idėja gera, vieta ne. Ši gatvė ir taip po rekonstrukcijos taps traukos centru. Lietuvai nusipelniusių alėją siūlyčiau įrengti žadamoje rekonstruoti Neries krantinėje."
7/24/15 22:01,Taip,Ne
7/24/15 22:00,"Jei ne, kodėl? Jūsų pasiūlymai. Patinka, kad atrodo, jog dviračių taku važinėtis bus saugiau ir kad buvusių pastatų ribhos bus simboliškai atkurtos. Tačiau ""žvaigždžių takas"" atrodo bevertis projektas.",Ne
7/24/15 22:00,Ne,"Jei ne, kur siūlytumėte įrengti? Manau nereiketu tokios vietos Vilniuje."
7/24/15 21:59,Taip,Ne
7/24/15 21:57,"Jei ne, kodėl? Jūsų pasiūlymai. Projekto idėjos labai silpnai pristatytos visuomenei. Nėra nei vienos vizualizacijos, kuri pateiktų idėjas prieš ir po. Aš architektė, bet man sunku suvokti planuojamą viziją ir idėjų kratinį.",Ne
7/24/15 21:53,Ne,Ne
7/24/15 21:52,Ne,Ne
7/24/15 21:51,Ne,Ne
7/24/15 21:48,Taip,Ne
7/24/15 21:48,Ne,Ne
7/24/15 21:45,Taip,Ne
7/24/15 21:44,Taip,Ne
7/24/15 21:41,Taip,"Jei ne, kur siūlytumėte įrengti? šeškinėj"
